"PROBEID" "SYMBOL" "ENTREZID"
"ILMN_25695" "ZNF200" "7752"
"ILMN_25698" "LARP6" "55323"
"ILMN_2570" "CD14" "929"
"ILMN_25705" "MGC11102" NA
"ILMN_25706" "FKSG2" NA
"ILMN_25707" "C10orf91" "170393"
"ILMN_2571" "SERPINB12" "89777"
"ILMN_25713" "PLEKHQ1" NA
"ILMN_25716" "TARP" "445347"
"ILMN_25719" "FAM112A" NA
"ILMN_25721" "C6orf47" "57827"
"ILMN_25723" "ZNF543" "125919"
"ILMN_25725" "MGC39633" NA
"ILMN_25727" "LOC198437" NA
"ILMN_25728" "DSCR1L1" NA
"ILMN_25729" "MRCL3" NA
"ILMN_2573" "GPR177" NA
"ILMN_25730" "C17orf37" NA
"ILMN_25731" "RAB24" "53917"
"ILMN_25732" "LRRC41" "10489"
"ILMN_25733" "DKFZP586P0123" NA
"ILMN_25734" "NOL8" "55035"
"ILMN_25735" "LY6G5C" "80741"
"ILMN_25736" "DKFZp761E198" NA
"ILMN_25737" "KIAA0999" NA
"ILMN_25738" "TTYH2" "94015"
"ILMN_25739" "IL17E" NA
"ILMN_2574" "CIRH1A" NA
"ILMN_25740" "EZH2" "2146"
"ILMN_25741" "TNNC2" "7125"
"ILMN_25742" "LRRC57" "255252"
"ILMN_25744" "BCAM" "4059"
"ILMN_25745" "CCNDBP1" "23582"
"ILMN_25746" "POU4F3" "5459"
"ILMN_25747" "XPO6" "23214"
"ILMN_25748" "ELAVL2" "1993"
"ILMN_25749" "GNA11" "2767"
"ILMN_2575" "MYH8" "4626"
"ILMN_25750" "MSI2" "124540"
"ILMN_25752" "CTH" "1491"
"ILMN_25754" "GAS2L2" "246176"
"ILMN_25755" "MAP1LC3A" "84557"
"ILMN_25756" "WDR45" "11152"
"ILMN_25757" "KCNH7" "90134"
"ILMN_25759" "SLC9A2" "6549"
"ILMN_25760" "DHRS2" "10202"
"ILMN_25762" "GAPVD1" "26130"
"ILMN_25763" "SLC6A6" "6533"
"ILMN_25764" "MAPK11" "5600"
"ILMN_25765" "CNOT1" "23019"
"ILMN_25766" "CD248" "57124"
"ILMN_25767" "PDGFRB" "5159"
"ILMN_25768" "MSH6" "2956"
"ILMN_25769" "GCK" "2645"
"ILMN_2577" "SNX3" "8724"
"ILMN_25770" "PER2" "8864"
"ILMN_25771" "SYNE2" "23224"
"ILMN_25772" "KIF21A" "55605"
"ILMN_25773" "CDIPT" "10423"
"ILMN_25774" "KLRB1" "3820"
"ILMN_25775" "NFATC3" "4775"
"ILMN_25776" "CNTD" NA
"ILMN_25778" "CSPG2" NA
"ILMN_25779" "FLJ30313" NA
"ILMN_2578" "NOX1" "27035"
"ILMN_25780" "PCDH7" "5099"
"ILMN_25781" "CDC45L" NA
"ILMN_25782" "NAP1L2" "4674"
"ILMN_25783" "ZCCHC13" "389874"
"ILMN_25784" "ANGEL1" "23357"
"ILMN_25785" "TEX10" "54881"
"ILMN_25786" "ZNF502" "91392"
"ILMN_25787" "PLEKHF1" "79156"
"ILMN_25788" "NME1-NME2" "654364"
"ILMN_25789" "C2orf11" NA
"ILMN_2579" "MC5R" "4161"
"ILMN_25790" "MGC19764" NA
"ILMN_25791" "TADA1L" NA
"ILMN_25794" "ZNF664" "144348"
"ILMN_25795" "POLR1C" "9533"
"ILMN_25801" "C2orf3" NA
"ILMN_25804" "C10orf118" NA
"ILMN_25806" "DKFZP761H1710" NA
"ILMN_25809" "IPF1" NA
"ILMN_2581" "TNNT3" "7140"
"ILMN_25813" "FGG" "2266"
"ILMN_25815" "MRPL12" "6182"
"ILMN_25817" "KRTAP19-2" "337969"
"ILMN_2582" "CAP1" "10487"
"ILMN_25822" "FLJ31818" NA
"ILMN_25823" "PARP3" "10039"
"ILMN_25826" "SBK1" "388228"
"ILMN_25827" "TTC7B" "145567"
"ILMN_25828" "RNF13" "11342"
"ILMN_25829" "CC2D1A" "54862"
"ILMN_2583" "DOPEY2" "9980"
"ILMN_25830" "ASNA1" "439"
"ILMN_25831" "FAM3D" "131177"
"ILMN_25832" "LGI4" "163175"
"ILMN_25833" "PCDH11Y" "83259"
"ILMN_25834" "PARP16" "54956"
"ILMN_25835" "WDR25" "79446"
"ILMN_25836" "METRN" "79006"
"ILMN_25837" "DERL3" "91319"
"ILMN_25838" "ZFYVE16" "9765"
"ILMN_25839" "LOC348645" NA
"ILMN_2584" "PEX10" "5192"
"ILMN_25840" "HSPA4" "3308"
"ILMN_25841" "SCYL2" "55681"
"ILMN_25842" "PCDHA4" "56144"
"ILMN_25846" "EXDL1" NA
"ILMN_25847" "OPRM1" "4988"
"ILMN_25848" "KIAA0446" NA
"ILMN_25849" "LIMD2" "80774"
"ILMN_2585" "ASRGL1" "80150"
"ILMN_25850" "CHRNG" "1146"
"ILMN_25851" "PTEN" "5728"
"ILMN_25852" "C20orf108" NA
"ILMN_25853" "EXOSC10" "5394"
"ILMN_25854" "MAP2K3" "5606"
"ILMN_25855" "ITIH1" "3697"
"ILMN_25856" "LOC123876" NA
"ILMN_25857" "IRAK3" "11213"
"ILMN_25858" "GPR39" "2863"
"ILMN_25859" "RFP" NA
"ILMN_2586" "PMVK" "10654"
"ILMN_25860" "PAQR8" "85315"
"ILMN_25862" "LOC441178" "441178"
"ILMN_25863" "ARL13A" "392509"
"ILMN_25864" "BMPR1A" "657"
"ILMN_25865" "SCO2" "9997"
"ILMN_25866" "MKL1" "57591"
"ILMN_25867" "GAS2" "2620"
"ILMN_25868" "RAD18" "56852"
"ILMN_2587" "MRPL39" "54148"
"ILMN_25871" "SSX1" "6756"
"ILMN_25872" "SIRT3" "23410"
"ILMN_25873" "GTF2A1" "2957"
"ILMN_25874" "DIP2A" "23181"
"ILMN_25875" "CRK" "1398"
"ILMN_25876" "L3MBTL3" "84456"
"ILMN_25877" "PTPN22" "26191"
"ILMN_25878" "PER2" "8864"
"ILMN_25880" "SYNE2" "23224"
"ILMN_25881" "GLUL" "2752"
"ILMN_25882" "STAP2" "55620"
"ILMN_25884" "PPIB" "5479"
"ILMN_25885" "SPATA19" "219938"
"ILMN_25887" "JAKMIP2" "9832"
"ILMN_25889" "FBXO11" "80204"
"ILMN_2589" "SLC6A8" "6535"
"ILMN_25890" "KNTC1" "9735"
"ILMN_25891" "HORMAD1" "84072"
"ILMN_25892" "NDUFS7" "374291"
"ILMN_25893" "PTTG2" "10744"
"ILMN_25894" "FLJ31413" NA
"ILMN_25895" "FNBP4" "23360"
"ILMN_25896" "C6orf107" NA
"ILMN_25897" "UNQ501" NA
"ILMN_25898" "MOSPD1" "56180"
"ILMN_25899" "ZBTB37" "84614"
"ILMN_2590" "SLC24A2" "25769"
"ILMN_25900" "ARMC7" "79637"
"ILMN_25901" "ABHD9" NA
"ILMN_25903" "OSGEPL1" "64172"
"ILMN_25904" "KCNH8" "131096"
"ILMN_25905" "AP3S2" "10239"
"ILMN_25906" "RG9MTD2" NA
"ILMN_25907" "MED4" "29079"
"ILMN_25909" "ZNF322B" NA
"ILMN_2591" "KIF7" "374654"
"ILMN_25915" "DTWD2" "285605"
"ILMN_25919" "C1QTNF6" "114904"
"ILMN_2592" "PIK3R1" "5295"
"ILMN_25922" "BANK1" "55024"
"ILMN_25923" "ITGB4" "3691"
"ILMN_25929" "CYP4A22" "284541"
"ILMN_2593" "FUT7" "2529"
"ILMN_25938" "SPCS1" "28972"
"ILMN_25939" "TUBGCP5" "114791"
"ILMN_2594" "CRB1" "23418"
"ILMN_25940" "FLJ42177" NA
"ILMN_25941" "C14orf174" NA
"ILMN_25942" "VNN3" "55350"
"ILMN_25943" "OR4D10" "390197"
"ILMN_25945" "PFKL" "5211"
"ILMN_25946" "GRID1" "2894"
"ILMN_25947" "FLII" "2314"
"ILMN_25948" "PPAN" "56342"
"ILMN_25949" "DEGS2" "123099"
"ILMN_25950" "SPOCK2" "9806"
"ILMN_25951" "PPCS" "79717"
"ILMN_25952" "LY6G5C" "80741"
"ILMN_25953" "FLJ20718" NA
"ILMN_25954" "ZNF644" "84146"
"ILMN_25955" "UNC93A" "54346"
"ILMN_25959" "C12orf45" "121053"
"ILMN_2596" "RGS3" "5998"
"ILMN_25960" "BCAM" "4059"
"ILMN_25961" "F2R" "2149"
"ILMN_25962" "DBH" "1621"
"ILMN_25963" "RANBP2" "5903"
"ILMN_25964" "MFNG" "4242"
"ILMN_25965" "ISL1" "3670"
"ILMN_25966" "TCF20" "6942"
"ILMN_25968" "YTHDC1" "91746"
"ILMN_25969" "KIF2C" "11004"
"ILMN_2597" "MAP3K12" "7786"
"ILMN_25971" "BCL11A" "53335"
"ILMN_25972" "IFNA17" "3451"
"ILMN_25973" "ASB3" "51130"
"ILMN_25974" "C16orf30" NA
"ILMN_25976" "RPS10" "6204"
"ILMN_25977" "LOC390980" NA
"ILMN_25978" "C9" "735"
"ILMN_25979" "IFNA2" "3440"
"ILMN_2598" "FCRLM1" NA
"ILMN_25980" "SYT7" "9066"
"ILMN_25981" "MSLN" "10232"
"ILMN_25983" "DIP2A" "23181"
"ILMN_25984" "SEMA6C" "10500"
"ILMN_25986" "TEAD3" "7005"
"ILMN_25988" "KRAS" "3845"
"ILMN_2599" "GCH1" "2643"
"ILMN_25990" "PPP1R1B" "84152"
"ILMN_25992" "GPR68" "8111"
"ILMN_25994" "HGFAC" "3083"
"ILMN_25995" "IL1R2" "7850"
"ILMN_25998" "AFF3" "3899"
"ILMN_2600" "CREBBP" "1387"
"ILMN_26001" "ZMYM3" "9203"
"ILMN_26003" "P8" NA
"ILMN_26004" "PLA2G4F" "255189"
"ILMN_26007" "RPS8" "6202"
"ILMN_26008" "PCTK2" NA
"ILMN_26009" "AP1G2" "8906"
"ILMN_2601" "RTN1" "6252"
"ILMN_26010" "DAP" "1611"
"ILMN_26011" "ECEL1" "9427"
"ILMN_26012" "CCDC57" "284001"
"ILMN_26013" "RAI2" "10742"
"ILMN_26014" "MTMR10" "54893"
"ILMN_26015" "OSBPL6" "114880"
"ILMN_26016" "C11orf1" "64776"
"ILMN_26017" "LGALS12" "85329"
"ILMN_26018" "NIPSNAP3B" "55335"
"ILMN_26019" "TM4SF20" "79853"
"ILMN_2602" "OPN1LW" "5956"
"ILMN_26020" "AGPAT1" "10554"
"ILMN_26024" "FBXL14" "144699"
"ILMN_26025" "PGBD5" "79605"
"ILMN_26026" "KRT1B" NA
"ILMN_2603" "PCK2" "5106"
"ILMN_26032" "C6orf182" NA
"ILMN_26034" "AFAP" NA
"ILMN_26039" "SSX7" "280658"
"ILMN_2604" "RPS6KA1" "6195"
"ILMN_26042" "XYLT2" "64132"
"ILMN_26045" "GLYATL2" "219970"
"ILMN_26049" "FLJ45455" NA
"ILMN_2605" "NEUROG3" "50674"
"ILMN_26050" "MBD6" "114785"
"ILMN_26052" "FLJ44815" NA
"ILMN_26056" "PARP3" "10039"
"ILMN_26058" "CA10" "56934"
"ILMN_26059" "FLJ45974" NA
"ILMN_2606" "DAPK2" "23604"
"ILMN_26060" "SPIN3" "169981"
"ILMN_26062" "OR4D11" "219986"
"ILMN_26063" "ME3" "10873"
"ILMN_26064" "FOXJ3" "22887"
"ILMN_26065" "FAM69B" "138311"
"ILMN_26066" "LOC338328" NA
"ILMN_26067" "PFKL" "5211"
"ILMN_26068" "AAMP" "14"
"ILMN_26069" "SETX" "23064"
"ILMN_2607" "JUP" "3728"
"ILMN_26070" "KCNK6" "9424"
"ILMN_26071" "GPR155" "151556"
"ILMN_26073" "SMYD1" "150572"
"ILMN_26074" "CUEDC2" "79004"
"ILMN_26076" "ROBO1" "6091"
"ILMN_26077" "RGMA" "56963"
"ILMN_26078" "TMEM48" NA
"ILMN_26079" "MGC3265" NA
"ILMN_26080" "ACE2" "59272"
"ILMN_26082" "KCND2" "3751"
"ILMN_26083" "C12orf46" NA
"ILMN_26085" "CXCR4" "7852"
"ILMN_26086" "WFDC1" "58189"
"ILMN_26087" "FLJ23577" NA
"ILMN_26088" "RPA1" "6117"
"ILMN_26089" "PI16" "221476"
"ILMN_2609" "DYNC1LI1" "51143"
"ILMN_26090" "RAF1" "5894"
"ILMN_26091" "ATP1A4" "480"
"ILMN_26092" "CA3" "761"
"ILMN_26093" "DNAJC3" "5611"
"ILMN_26094" "CYP2J2" "1573"
"ILMN_26096" "QDPR" "5860"
"ILMN_26097" "IL10RB" "3588"
"ILMN_26098" "GNB1" "2782"
"ILMN_2610" "PAX4" "5078"
"ILMN_26100" "EIF5A" "1984"
"ILMN_26101" "CRELD1" "78987"
"ILMN_26102" "MKNK1" "8569"
"ILMN_26103" "BBS4" "585"
"ILMN_26104" "ADAL" "161823"
"ILMN_26105" "DNTTIP2" "30836"
"ILMN_26106" "LHFPL2" "10184"
"ILMN_26109" "NR4A1" "3164"
"ILMN_26112" "DIP2A" "23181"
"ILMN_26113" "ACOT8" "10005"
"ILMN_26114" "FLCN" "201163"
"ILMN_26115" "STAG1" "10274"
"ILMN_26116" "ERN1" "2081"
"ILMN_26117" "MGC48915" NA
"ILMN_26119" "RGS2" "5997"
"ILMN_2612" "HSPE1" "3336"
"ILMN_26121" "AFF3" "3899"
"ILMN_26122" "RAB27A" "5873"
"ILMN_26123" "EVI1" NA
"ILMN_26124" "MIF4GD" "57409"
"ILMN_26125" "MAGEA5" "4104"
"ILMN_26127" "HDAC11" "79885"
"ILMN_26128" "COL3A1" "1281"
"ILMN_26129" "HBXAP" NA
"ILMN_2613" "GDF10" "2662"
"ILMN_26130" "RPL12" "6136"
"ILMN_26131" "HIST1H2AI" "8329"
"ILMN_26132" "CD33L3" NA
"ILMN_26133" "MRPS17" "51373"
"ILMN_26134" "PQLC2" "54896"
"ILMN_26135" "KRTAP4-4" "84616"
"ILMN_26136" "C1orf176" NA
"ILMN_26137" "MGC20983" NA
"ILMN_26138" "ADCK4" NA
"ILMN_26139" "HMCN1" "83872"
"ILMN_2614" "EMG1" "10436"
"ILMN_26140" "STRBP" "55342"
"ILMN_26141" "TDRD3" "81550"
"ILMN_26142" "ZNF669" "79862"
"ILMN_26143" "PRAMEF2" "65122"
"ILMN_26144" "PTPN12" "5782"
"ILMN_26146" "ADCY4" "196883"
"ILMN_26147" "CPNE5" "57699"
"ILMN_26148" "ASF1B" "55723"
"ILMN_26149" "FKBP9L" NA
"ILMN_2615" "C11orf11" NA
"ILMN_26151" "CNOT4" "4850"
"ILMN_26152" "ODF3L1" "161753"
"ILMN_26154" "KPNA5" "3841"
"ILMN_26156" "KIAA0961" NA
"ILMN_26157" "LRRC28" "123355"
"ILMN_2616" "LILRA1" "11024"
"ILMN_26163" "SIGLEC10" "89790"
"ILMN_26165" "PTD015" NA
"ILMN_26167" "KIAA1627" NA
"ILMN_2617" "ZBTB32" "27033"
"ILMN_26171" "WDR64" "128025"
"ILMN_26176" "FGG" "2266"
"ILMN_26177" "RCCD1" "91433"
"ILMN_26179" "ELOVL1" "64834"
"ILMN_2618" "POLD1" "5424"
"ILMN_26182" "TCF15" "6939"
"ILMN_26183" "FLJ46026" NA
"ILMN_26184" "SLC35E4" "339665"
"ILMN_26186" "FLJ90680" "400926"
"ILMN_26187" "ATP5H" "10476"
"ILMN_26189" "WDFY1" "57590"
"ILMN_2619" "ZNF96" NA
"ILMN_26191" "IPO4" "79711"
"ILMN_26192" "DKFZp686L1814" NA
"ILMN_26194" "FLJ90231" NA
"ILMN_26195" "OR4D6" "219983"
"ILMN_26196" "ATE1" "11101"
"ILMN_26197" "ARL1" "400"
"ILMN_26198" "ENTPD7" "57089"
"ILMN_26199" "DEPDC5" "9681"
"ILMN_2620" "ULK3" "25989"
"ILMN_26200" "DHX57" "90957"
"ILMN_26201" "LYCAT" NA
"ILMN_26202" "C3orf17" NA
"ILMN_26203" "GPR155" "151556"
"ILMN_26204" "AOX1" "316"
"ILMN_26205" "IMPG1" "3617"
"ILMN_26206" "GTF2H5" "404672"
"ILMN_26207" "LOC91431" NA
"ILMN_26208" "LY6G6D" "58530"
"ILMN_26209" "DXYS155E" NA
"ILMN_26211" "NALP6" NA
"ILMN_26212" "CASP7" "840"
"ILMN_26214" "MMP1" "4312"
"ILMN_26215" "TOR1A" "1861"
"ILMN_26216" "TRUB1" "142940"
"ILMN_26217" "YSK4" NA
"ILMN_26218" "DNMT3A" "1788"
"ILMN_26219" "MGC23985" NA
"ILMN_2622" "ANKRD28" "23243"
"ILMN_26220" "PIK3CA" "5290"
"ILMN_26221" "SLAMF8" "56833"
"ILMN_26222" "EXOSC10" "5394"
"ILMN_26223" "BCCIP" "56647"
"ILMN_26224" "GRIK3" "2899"
"ILMN_26225" "LOC130074" NA
"ILMN_26226" "BST1" "683"
"ILMN_26228" "UGCG" "7357"
"ILMN_26229" "SUGT1" "10910"
"ILMN_26230" "SLC22A15" "55356"
"ILMN_26231" "CDR2L" "30850"
"ILMN_26232" "ITGB7" "3695"
"ILMN_26236" "ASAH1" "427"
"ILMN_26237" "K-ALPHA-1" NA
"ILMN_26238" "DIP2A" "23181"
"ILMN_26239" "OCLM" "10896"
"ILMN_2624" "KRTAP4-12" "83755"
"ILMN_26240" "CDH13" "1012"
"ILMN_26241" "RASA1" "5921"
"ILMN_26242" "CPXM" NA
"ILMN_26243" "LOC56902" NA
"ILMN_26244" "DPP9" "91039"
"ILMN_26245" "RAD23A" "5886"
"ILMN_26247" "GLUL" "2752"
"ILMN_26248" "ERBB2IP" NA
"ILMN_26249" "NQO2" "4835"
"ILMN_2625" "TNFAIP8L2" "79626"
"ILMN_26250" "DEFB4" NA
"ILMN_26252" "TRAM2" "9697"
"ILMN_26255" "PDE8B" "8622"
"ILMN_26256" "SLC22A16" "85413"
"ILMN_26257" "SCN1A" "6323"
"ILMN_26259" "ZMYM4" "9202"
"ILMN_2626" "CBWD5" "220869"
"ILMN_26260" "PRKCDBP" "112464"
"ILMN_26261" "CRYBB3" "1417"
"ILMN_26262" "AFM" "173"
"ILMN_26263" "CCDC28B" "79140"
"ILMN_26264" "PADI4" "23569"
"ILMN_26265" "CLCNKB" "1188"
"ILMN_26266" "HIST1H2AK" "8330"
"ILMN_26267" "C6" "729"
"ILMN_26268" "CYB5D2" "124936"
"ILMN_26269" "MGC72104" NA
"ILMN_2627" "SPANXD" "64648"
"ILMN_26271" "TMEM5" "10329"
"ILMN_26272" "SNX7" "51375"
"ILMN_26274" "CDKAL1" "54901"
"ILMN_26276" "TUBB6" "84617"
"ILMN_26277" "DENND2D" "79961"
"ILMN_26278" "TBC1D10A" "83874"
"ILMN_26279" "MRPL27" "51264"
"ILMN_26280" "FAM49A" "81553"
"ILMN_26281" "C18orf22" NA
"ILMN_26282" "UQCRB" "7381"
"ILMN_26284" "SLC38A5" "92745"
"ILMN_26285" "VAT1" "10493"
"ILMN_26288" "PLCZ1" "89869"
"ILMN_26289" "ZNF678" "339500"
"ILMN_2629" "MARCH6" "10299"
"ILMN_26292" "C18orf34" NA
"ILMN_26297" "ZDHHC2" "51201"
"ILMN_2630" "CUL4B" "8450"
"ILMN_26300" "KRTAP10-6" "386674"
"ILMN_26304" "C1orf198" "84886"
"ILMN_26305" "SSX8" "280659"
"ILMN_26306" "ITGB4" "3691"
"ILMN_26308" "PPP3R1" "5534"
"ILMN_2631" "MTCH2" "23788"
"ILMN_26311" "C1orf122" "127687"
"ILMN_26314" "FAM53B" "9679"
"ILMN_26315" "LCN9" "392399"
"ILMN_26320" "GBP7" "388646"
"ILMN_26321" "ZNF638" "27332"
"ILMN_26322" "FLJ33790" NA
"ILMN_26323" "MGC61598" NA
"ILMN_26324" "ATE1" "11101"
"ILMN_26325" "DEPDC5" "9681"
"ILMN_26326" "EPHA1" "2041"
"ILMN_26327" "KLHDC6" NA
"ILMN_26329" "OPN3" "23596"
"ILMN_26330" "WBSCR22" "114049"
"ILMN_26331" "C6orf195" NA
"ILMN_26332" "SPG7" "6687"
"ILMN_26333" "DHH" "50846"
"ILMN_26334" "GPR174" "84636"
"ILMN_26335" "AMZ1" "155185"
"ILMN_26336" "C15orf42" NA
"ILMN_26338" "HDAC9" "9734"
"ILMN_26339" "KIAA1467" NA
"ILMN_26341" "RRAGA" "10670"
"ILMN_26342" "FRAP1" NA
"ILMN_26343" "GJB2" "2706"
"ILMN_26345" "ZNF704" "619279"
"ILMN_26347" "CORO2A" "7464"
"ILMN_26350" "WISP1" "8840"
"ILMN_26351" "RPL7" "6129"
"ILMN_26352" "FZD5" "7855"
"ILMN_26353" "CTNND2" "1501"
"ILMN_26354" "SNPH" "9751"
"ILMN_26357" "PGAM1" "5223"
"ILMN_26358" "SFRS2" NA
"ILMN_26359" "PDSS1" "23590"
"ILMN_2636" "WDR21A" NA
"ILMN_26360" "EPAS1" "2034"
"ILMN_26362" "GPR110" NA
"ILMN_26363" "CD97" NA
"ILMN_26366" "FCGR2A" "2212"
"ILMN_26367" "GLUL" "2752"
"ILMN_26370" "IGF2BP3" "10643"
"ILMN_26371" "KIAA1604" NA
"ILMN_26372" "GPR109A" NA
"ILMN_26373" "ZMYM3" "9203"
"ILMN_26374" "C9orf96" NA
"ILMN_26377" "KLF12" "11278"
"ILMN_26378" "CR2" "1380"
"ILMN_26379" "BAALC" "79870"
"ILMN_26381" "HIST1H2AL" "8332"
"ILMN_26382" "SH2D3A" "10045"
"ILMN_26383" "NELL2" "4753"
"ILMN_26384" "RFPL2" "10739"
"ILMN_26385" "OR52J3" "119679"
"ILMN_26386" "IL24" "11009"
"ILMN_26387" "UBXD2" NA
"ILMN_26390" "TTC19" "54902"
"ILMN_26391" "WBSCR16" NA
"ILMN_26392" "TXNL4A" "10907"
"ILMN_26395" "ROPN1L" "83853"
"ILMN_26396" "KRTHA4" NA
"ILMN_26397" "HSD17B6" "8630"
"ILMN_26398" "CCDC23" NA
"ILMN_2640" "EFCBP1" NA
"ILMN_26400" "PHF17" NA
"ILMN_26408" "MGC2747" NA
"ILMN_26411" "PTCHD1" "139411"
"ILMN_26417" "PLEC1" NA
"ILMN_26419" "LOC149950" "149950"
"ILMN_26421" "DKKL1" "27120"
"ILMN_26423" "FLJ32921" NA
"ILMN_26424" "MGC26816" NA
"ILMN_26425" "OR2A42" "402317"
"ILMN_26427" "LOC317671" NA
"ILMN_26428" "SDK2" "54549"
"ILMN_26432" "ZNF167" NA
"ILMN_26433" "TSPYL6" "388951"
"ILMN_26434" "C1orf21" "81563"
"ILMN_26435" "GCN1L1" NA
"ILMN_26437" "DENND3" "22898"
"ILMN_26438" "ZNF302" "55900"
"ILMN_2644" "TMEM61" "199964"
"ILMN_26440" "DACT2" "168002"
"ILMN_26441" "DERL3" "91319"
"ILMN_26442" "DEFB105A" "245908"
"ILMN_26443" "ZNF644" "84146"
"ILMN_26444" "EDIL3" "10085"
"ILMN_26445" "RAP80" NA
"ILMN_26446" "LOC153364" NA
"ILMN_26447" "HNRPA2B1" NA
"ILMN_26448" "FLT1" "2321"
"ILMN_26449" "C12orf54" "121273"
"ILMN_2645" "CCDC34" "91057"
"ILMN_26450" "PML" "5371"
"ILMN_26451" "CXCR4" "7852"
"ILMN_26452" "NPC2" "10577"
"ILMN_26454" "ATP1A4" "480"
"ILMN_26456" "SGCA" "6442"
"ILMN_26457" "RPL7A" "6130"
"ILMN_26458" "ELL3" "80237"
"ILMN_26459" "LOC51233" NA
"ILMN_26460" "KCNK1" "3775"
"ILMN_26461" "FFAR2" "2867"
"ILMN_26463" "LAIR1" "3903"
"ILMN_26464" "RAB13" "5872"
"ILMN_26465" "KIAA1202" NA
"ILMN_26466" "NAGPA" "51172"
"ILMN_26467" "RNF4" "6047"
"ILMN_26468" "SLC29A2" "3177"
"ILMN_26469" "GTPBP8" "29083"
"ILMN_2647" "DCLRE1B" "64858"
"ILMN_26470" "F2RL1" "2150"
"ILMN_26471" "PTK6" "5753"
"ILMN_26472" "SOST" "50964"
"ILMN_26473" "CENTA2" NA
"ILMN_26475" "NFKB2" "4791"
"ILMN_26476" "SIX3" "6496"
"ILMN_26478" "CORO1B" "57175"
"ILMN_26482" "ENDOG" "2021"
"ILMN_26487" "DHRS7B" "25979"
"ILMN_26488" "MAGED1" "9500"
"ILMN_2649" "KCTD4" "386618"
"ILMN_26490" "NLGN4X" "57502"
"ILMN_26491" "SBF2" "81846"
"ILMN_26492" "TRAF3IP3" "80342"
"ILMN_26493" "HIST1H2AC" "8334"
"ILMN_26494" "KRTAP10-10" "353333"
"ILMN_26495" "RFPL3" "10738"
"ILMN_26496" "FLJ43879" "401039"
"ILMN_26497" "MDN1" "23195"
"ILMN_26499" "RPP25" "54913"
"ILMN_26500" "C8orf44" "56260"
"ILMN_26501" "TARSL1" NA
"ILMN_26502" "DSCR10" "259234"
"ILMN_26503" "TRIM11" "81559"
"ILMN_26504" "NETO1" "81832"
"ILMN_26505" "EVI2B" "2124"
"ILMN_26508" "FXYD6" "53826"
"ILMN_26510" "DQX1" "165545"
"ILMN_26511" "BTBD8" "284697"
"ILMN_26512" "ZNF680" "340252"
"ILMN_26523" "KRTAP10-7" "386675"
"ILMN_26525" "MPP7" "143098"
"ILMN_26527" "FLJ14154" NA
"ILMN_26530" "LHFPL5" "222662"
"ILMN_26531" "TMCO2" "127391"
"ILMN_26533" "NCOR1" "9611"
"ILMN_26534" "AMDHD2" "51005"
"ILMN_26535" "CYB561D2" "11068"
"ILMN_26537" "C14orf50" NA
"ILMN_26539" "GALNTL2" NA
"ILMN_26541" "OS9" "10956"
"ILMN_26543" "C20orf44" NA
"ILMN_26544" "KRTAP5-2" "440021"
"ILMN_26545" "LCN10" "414332"
"ILMN_26547" "ANAPC1" "64682"
"ILMN_2655" "MGC22001" NA
"ILMN_26551" "ZNF167" NA
"ILMN_26552" "ZBTB9" "221504"
"ILMN_26553" "FLJ32675" NA
"ILMN_26554" "C10orf114" NA
"ILMN_26555" "PIWIL2" "55124"
"ILMN_26557" "PPP3R2" "5535"
"ILMN_26559" "FLJ16008" NA
"ILMN_2656" "TLK2" "11011"
"ILMN_26561" "OPN3" "23596"
"ILMN_26563" "JPH3" "57338"
"ILMN_26564" "SPG7" "6687"
"ILMN_26566" "MAP3K13" "9175"
"ILMN_26567" "PDCD10" "11235"
"ILMN_26568" "ATP2B2" "491"
"ILMN_26570" "P2RX7" "5027"
"ILMN_26571" "PDDC1" "347862"
"ILMN_26572" "OPRM1" "4988"
"ILMN_26573" "C15orf43" NA
"ILMN_26574" "C12orf29" "91298"
"ILMN_26575" "MGC17624" NA
"ILMN_26576" "FLJ23577" NA
"ILMN_26577" "XRCC1" "7515"
"ILMN_26578" "TBC1D3" "729873"
"ILMN_26580" "PCMT1" "5110"
"ILMN_26581" "SIVA" NA
"ILMN_26582" "SH2B" NA
"ILMN_26583" "SHFM1" "7979"
"ILMN_26584" "DBN1" "1627"
"ILMN_26587" "RPL39L" "116832"
"ILMN_26588" "ERMAP" "114625"
"ILMN_26589" "KIAA1706" NA
"ILMN_26590" "TMPRSS5" "80975"
"ILMN_26591" "XPO7" "23039"
"ILMN_26592" "SIRPB2" "284759"
"ILMN_26593" "MCHR2" "84539"
"ILMN_26594" "TBX1" "6899"
"ILMN_26595" "GALIG" NA
"ILMN_26596" "DERL1" "79139"
"ILMN_26597" "MYLPF" "29895"
"ILMN_26598" "B4GALNT3" "283358"
"ILMN_26599" "DNTT" "1791"
"ILMN_26600" "VDAC2" "7417"
"ILMN_26601" "ESRRB" "2103"
"ILMN_26602" "PPM1L" "151742"
"ILMN_26603" "CAV3" "859"
"ILMN_26605" "ZNF24" "7572"
"ILMN_26606" "ANXA5" "308"
"ILMN_26607" "MUC13" "56667"
"ILMN_26608" "TMEM23" NA
"ILMN_26609" "KALRN" "8997"
"ILMN_26612" "CA9" "768"
"ILMN_26613" "KIAA0553" NA
"ILMN_26614" "H1FX" "8971"
"ILMN_26615" "NLK" "51701"
"ILMN_26616" "TFCP2L1" "29842"
