"PROBEID" "SYMBOL" "ENTREZID"
"ILMN_7180" "SNFT" NA
"ILMN_7182" "NEXN" "91624"
"ILMN_7183" "VMD2L3" NA
"ILMN_7184" "SYTL1" "84958"
"ILMN_7185" "SLAMF7" "57823"
"ILMN_7186" "RAPGEF4" "11069"
"ILMN_7187" "ASB4" "51666"
"ILMN_7189" "VPS13B" "157680"
"ILMN_7191" "ITGB4BP" NA
"ILMN_7192" "SPDY1" NA
"ILMN_7193" "ZBTB25" "7597"
"ILMN_7194" "ETFB" "2109"
"ILMN_7195" "LNX1" "84708"
"ILMN_7196" "DHX9" "1660"
"ILMN_7197" "RABAC1" "10567"
"ILMN_7198" "TADA3L" NA
"ILMN_7199" "XTP7" NA
"ILMN_7200" "NR2F1" "7025"
"ILMN_7201" "BTRC" "8945"
"ILMN_7203" "RNASE3" "6037"
"ILMN_7205" "CUBN" "8029"
"ILMN_7206" "CDC14A" "8556"
"ILMN_7208" "RANBP17" "64901"
"ILMN_7209" "SNTG1" "54212"
"ILMN_7211" "CRMP1" "1400"
"ILMN_7212" "TMEM55A" "55529"
"ILMN_7213" "KCNAB2" "8514"
"ILMN_7215" "LRIG2" "9860"
"ILMN_7216" "C9orf72" "203228"
"ILMN_7219" "CAPN6" "827"
"ILMN_7220" "C8orf46" "254778"
"ILMN_7221" "FBXW7" "55294"
"ILMN_7222" "C20orf195" NA
"ILMN_7223" "DMRTB1" "63948"
"ILMN_7224" "FBXL2" "25827"
"ILMN_7226" "SLC38A6" "145389"
"ILMN_7227" "OR10W1" "81341"
"ILMN_7228" "RIC3" "79608"
"ILMN_7229" "ALKBH7" "84266"
"ILMN_7233" "KIAA1033" "23325"
"ILMN_7238" "POSTN" "10631"
"ILMN_7240" "HSPC047" NA
"ILMN_7244" "APLN" "8862"
"ILMN_7247" "ETV6" "2120"
"ILMN_7249" "TINAG" "27283"
"ILMN_725" "HIST1H3D" "8351"
"ILMN_7253" "OR4K1" "79544"
"ILMN_7256" "ZNF32" "7580"
"ILMN_7257" "FLJ30851" NA
"ILMN_7259" "SRGAP2" "23380"
"ILMN_7260" "OR5T3" "390154"
"ILMN_7261" "ZBTB41" "360023"
"ILMN_7263" "ANKRD30B" "374860"
"ILMN_7264" "TRPA1" "8989"
"ILMN_7267" "LEPRE1" NA
"ILMN_7268" "FLJ90586" NA
"ILMN_7269" "HSPD1" "3329"
"ILMN_727" "FLJ20972" NA
"ILMN_7272" "ERGIC1" "57222"
"ILMN_7274" "NOX1" "27035"
"ILMN_7275" "ABCC9" "10060"
"ILMN_7276" "DFNA5" "1687"
"ILMN_7277" "UTP20" "27340"
"ILMN_7278" "ATXN2" "6311"
"ILMN_7279" "TRDN" "10345"
"ILMN_728" "RNF168" "165918"
"ILMN_7280" "PPFIA2" "8499"
"ILMN_7281" "IL26" "55801"
"ILMN_7282" "CTHRC1" "115908"
"ILMN_7283" "LCMT2" "9836"
"ILMN_7284" "IL17RD" "54756"
"ILMN_7285" "ZNF396" "252884"
"ILMN_7286" "FCRL5" "83416"
"ILMN_7287" "ESPN" "83715"
"ILMN_7288" "SPIN1" "10927"
"ILMN_729" "PYHIN1" "149628"
"ILMN_7290" "SESN2" "83667"
"ILMN_7293" "CCRL1" NA
"ILMN_7294" "TAB3" "257397"
"ILMN_7295" "ADAMTSL3" "57188"
"ILMN_7296" "DNMT3B" "1789"
"ILMN_7297" "RORB" "6096"
"ILMN_7298" "SHC1" "6464"
"ILMN_7299" "IFT52" "51098"
"ILMN_730" "KIAA1841" "84542"
"ILMN_7302" "TAGLN3" "29114"
"ILMN_7303" "CGGBP1" "8545"
"ILMN_7304" "GPHB5" "122876"
"ILMN_7305" "ATP1B2" "482"
"ILMN_7307" "FCRL3" "115352"
"ILMN_7309" "SEPX1" NA
"ILMN_7310" "ATN1" "1822"
"ILMN_7312" "DYNC1I1" "1780"
"ILMN_7313" "OXTR" "5021"
"ILMN_7314" "HLA-DRA" "3122"
"ILMN_7317" "ZNF641" "121274"
"ILMN_7318" "ARRB1" "408"
"ILMN_7319" "RNF2" "6045"
"ILMN_732" "C12orf26" NA
"ILMN_7320" "SLC17A4" "10050"
"ILMN_7321" "TXNL1" "9352"
"ILMN_7322" "LAMB1" "3912"
"ILMN_7324" "B3GNTL1" "146712"
"ILMN_7326" "PSMD6" "9861"
"ILMN_7327" "SH3YL1" "26751"
"ILMN_7329" "C20orf38" NA
"ILMN_7330" "PAPPA2" "60676"
"ILMN_7331" "ORMDL2" "29095"
"ILMN_7332" "TBC1D13" "54662"
"ILMN_7333" "C19orf26" NA
"ILMN_7334" "C9orf52" NA
"ILMN_7335" "TMEM109" "79073"
"ILMN_7336" "KRTAP9-4" "85280"
"ILMN_7338" "MRPL51" "51258"
"ILMN_7339" "RNF157" "114804"
"ILMN_734" "HSPG2" "3339"
"ILMN_7340" "ARCN1" "372"
"ILMN_7342" "XPR1" "9213"
"ILMN_7343" "SUPT6H" "6830"
"ILMN_7344" "ZCCHC12" "170261"
"ILMN_7345" "RASL12" "51285"
"ILMN_7346" "PRIMA1" "145270"
"ILMN_7354" "SYT17" "51760"
"ILMN_7357" "C19orf21" NA
"ILMN_7359" "C2orf21" NA
"ILMN_7361" "MME" "4311"
"ILMN_7364" "LOC493869" NA
"ILMN_7366" "ZNF34" "80778"
"ILMN_7368" "HCG27" "253018"
"ILMN_7370" "METTL7B" "196410"
"ILMN_7374" "FLJ46838" "440865"
"ILMN_7376" "FBXO4" "26272"
"ILMN_738" "RBBP8" "5932"
"ILMN_7380" "MGC42105" NA
"ILMN_7381" "TXLNB" "167838"
"ILMN_7382" "ZNF32" "7580"
"ILMN_7383" "OR13C8" "138802"
"ILMN_7385" "FLJ44691" NA
"ILMN_7387" "OR8J1" "219477"
"ILMN_7388" "ZNF207" "7756"
"ILMN_7389" "NMNAT2" "23057"
"ILMN_7390" "SLC22A1" "6580"
"ILMN_7391" "NPAS3" "64067"
"ILMN_7393" "EWSR1" "2130"
"ILMN_7394" "UNG2" NA
"ILMN_7395" "ABCB1" "5243"
"ILMN_7396" "C19orf25" "148223"
"ILMN_7397" "SPON1" "10418"
"ILMN_7398" "LOC285016" NA
"ILMN_7399" "CST8" "10047"
"ILMN_740" "OR5V1" "81696"
"ILMN_7400" "NPBWR2" "2832"
"ILMN_7401" "COCH" "1690"
"ILMN_7403" "EMP3" "2014"
"ILMN_7404" "ZA20D1" NA
"ILMN_7405" "MAPK10" "5602"
"ILMN_7407" "LOC155100" NA
"ILMN_7408" "ECRG4" NA
"ILMN_7410" "DCLRE1C" "64421"
"ILMN_7411" "KLF4" "9314"
"ILMN_7413" "TTF2" "8458"
"ILMN_7414" "LBR" "3930"
"ILMN_7415" "UBE4A" "9354"
"ILMN_7417" "ACADSB" "36"
"ILMN_7418" "COL19A1" "1310"
"ILMN_742" "CECR5" "27440"
"ILMN_7421" "GSK3B" "2932"
"ILMN_7422" "RBMY1A1" "5940"
"ILMN_7424" "CGGBP1" "8545"
"ILMN_7425" "SOX18" "54345"
"ILMN_7426" "OR2K2" "26248"
"ILMN_7427" "PECI" NA
"ILMN_7429" "BAAT" "570"
"ILMN_743" "SGOL2" NA
"ILMN_7431" "GGT1" "2678"
"ILMN_7432" "ST8SIA4" "7903"
"ILMN_7433" "CLC" "1178"
"ILMN_7434" "CASP4" "837"
"ILMN_7435" "LOC149643" NA
"ILMN_7436" "DYNLT1" "6993"
"ILMN_7438" "SLC27A2" "11001"
"ILMN_7439" "STON1" "11037"
"ILMN_7440" "TEF" "7008"
"ILMN_7441" "CDH6" "1004"
"ILMN_7443" "SSSCA1" "10534"
"ILMN_7444" "UBE2S" "27338"
"ILMN_7445" "THRAP4" NA
"ILMN_7446" "TRUB2" "26995"
"ILMN_7447" "GNG13" "51764"
"ILMN_7449" "RSAD1" "55316"
"ILMN_7450" "ANKMY2" "57037"
"ILMN_7452" "PCDHGB1" "56104"
"ILMN_7453" "RASL11B" "65997"
"ILMN_7454" "C9orf43" "257169"
"ILMN_7455" "MAP6D1" "79929"
"ILMN_7456" "C6orf114" NA
"ILMN_7457" "CDK2AP2" "10263"
"ILMN_746" "WDR78" "79819"
"ILMN_7460" "DLGAP1" "9229"
"ILMN_7463" "NDUFA10" "4705"
"ILMN_7465" "CACNB1" "782"
"ILMN_747" "SLC35E3" "55508"
"ILMN_7473" "PTGER3" "5733"
"ILMN_7474" "MGC2752" NA
"ILMN_7475" "WDR55" "54853"
"ILMN_7476" "FGFR1" "2260"
"ILMN_7478" "TRIT1" "54802"
"ILMN_748" "C21orf119" NA
"ILMN_7480" "EFHA2" NA
"ILMN_7481" "CTAGE5" NA
"ILMN_7483" "SLC16A13" "201232"
"ILMN_7486" "XCR1" "2829"
"ILMN_7487" "FLJ31132" NA
"ILMN_749" "CRI2" NA
"ILMN_7490" "OR13D1" "286365"
"ILMN_7491" "DAZ2" "57055"
"ILMN_7493" "OR5AK2" "390181"
"ILMN_7494" "DNAH1" "25981"
"ILMN_7495" "PCDHB10" "56126"
"ILMN_7496" "RHBDL3" "162494"
"ILMN_7497" "FLJ25715" NA
"ILMN_7498" "FBXO43" "286151"
"ILMN_7499" "CDK5RAP1" "51654"
"ILMN_750" "HOXD11" "3237"
"ILMN_7500" "PBX2" "5089"
"ILMN_7501" "EPIM" NA
"ILMN_7502" "SCAP" "22937"
"ILMN_7503" "OXER1" "165140"
"ILMN_7506" "OAZ3" "51686"
"ILMN_7507" "BDNF" "627"
"ILMN_7508" "C6orf134" NA
"ILMN_7509" "CENPE" "1062"
"ILMN_751" "PGBD2" "267002"
"ILMN_7510" "FLJ23584" NA
"ILMN_7511" "MMP14" "4323"
"ILMN_7513" "PROKR2" "128674"
"ILMN_7515" "ZNF354C" "30832"
"ILMN_7516" "LOC400657" NA
"ILMN_7518" "DPYSL4" "10570"
"ILMN_7519" "RGS9" "8787"
"ILMN_752" "TMSL3" NA
"ILMN_7520" "HBG1" "3047"
"ILMN_7521" "ADSL" "158"
"ILMN_7522" "SEC23IP" "11196"
"ILMN_7523" "CST2" "1470"
"ILMN_7524" "CDH7" "1005"
"ILMN_7525" "ZFP91" "80829"
"ILMN_7529" "ESX1" "80712"
"ILMN_753" "C9orf152" "401546"
"ILMN_7530" "SNW1" "22938"
"ILMN_7531" "UBE2L6" "9246"
"ILMN_7532" "SLC36A3" "285641"
"ILMN_7533" "PRKD3" "23683"
"ILMN_7534" "CCDC33" "80125"
"ILMN_7535" "HERC6" "55008"
"ILMN_7536" "PPID" "5481"
"ILMN_7537" "CNKSR1" "10256"
"ILMN_7538" "GRN" "2896"
"ILMN_7539" "PECI" NA
"ILMN_754" "CGI-38" NA
"ILMN_7540" "SEPN1" NA
"ILMN_7541" "TRIM36" "55521"
"ILMN_7542" "SGSH" "6448"
"ILMN_7543" "KCNJ11" "3767"
"ILMN_7544" "FCRL3" "115352"
"ILMN_7545" "S100A1" "6271"
"ILMN_7546" "MMP19" "4327"
"ILMN_7547" "ABCA12" "26154"
"ILMN_755" "TBPIP" NA
"ILMN_7551" "OSAP" NA
"ILMN_7552" "DFFA" "1676"
"ILMN_7554" "NEB" "4703"
"ILMN_7555" "C4orf14" NA
"ILMN_7556" "DGKE" "8526"
"ILMN_7557" "PET112L" NA
"ILMN_7558" "GNG3" "2785"
"ILMN_7559" "PJA2" "9867"
"ILMN_756" "ZNF438" "220929"
"ILMN_7560" "ARRDC2" "27106"
"ILMN_7561" "C20orf29" NA
"ILMN_7562" "RARSL" NA
"ILMN_7563" "TUBE1" "51175"
"ILMN_7564" "METTL2A" "339175"
"ILMN_7565" "KCTD15" "79047"
"ILMN_7566" "CCDC48" NA
"ILMN_7567" "LAD1" "3898"
"ILMN_7569" "C20orf10" NA
"ILMN_757" "HNRPAB" NA
"ILMN_7570" "MUSTN1" "389125"
"ILMN_7574" "KIAA0286" NA
"ILMN_7576" "PRB4" "5545"
"ILMN_758" "FLJ46247" NA
"ILMN_7580" "KIAA1409" NA
"ILMN_7582" "LOC63928" NA
"ILMN_7584" "SERAC1" "84947"
"ILMN_7585" "WIF1" "11197"
"ILMN_7589" "CXorf26" NA
"ILMN_759" "ATP5B" "506"
"ILMN_7591" "TEX14" "56155"
"ILMN_7592" "KBTBD10" NA
"ILMN_7594" "MOBKL2C" NA
"ILMN_7599" "MARVELD3" "91862"
"ILMN_760" "TRIM5" "85363"
"ILMN_7601" "SERF2" "10169"
"ILMN_7604" "LCE5A" "254910"
"ILMN_7606" "FBXO21" "23014"
"ILMN_7607" "GTPBP4" "23560"
"ILMN_7608" "OR10V1" "390201"
"ILMN_7609" "XPNPEP2" "7512"
"ILMN_761" "PIGG" "54872"
"ILMN_7611" "PCDHB12" "56124"
"ILMN_7612" "C3orf1" NA
"ILMN_7613" "GFPT2" "9945"
"ILMN_7614" "HEATR1" "55127"
"ILMN_7616" "HNRPD" NA
"ILMN_7617" "PCNP" "57092"
"ILMN_7618" "MGAT1" "4245"
"ILMN_762" "PSEN1" "5663"
"ILMN_7620" "SFRS7" NA
"ILMN_7621" "SELT" NA
"ILMN_7622" "FOXP3" "50943"
"ILMN_7623" "HR" "55806"
"ILMN_7624" "XK" "7504"
"ILMN_7626" "PIP5K1C" "23396"
"ILMN_7627" "RAB19B" NA
"ILMN_7628" "TMC1" "117531"
"ILMN_7629" "FTSJ1" "24140"
"ILMN_763" "IL1RL1" "9173"
"ILMN_7630" "PDE6H" "5149"
"ILMN_7631" "PADI2" "11240"
"ILMN_7632" "SLC25A14" "9016"
"ILMN_7633" "PTPRO" "5800"
"ILMN_7634" "MTO1" "25821"
"ILMN_7635" "KIAA1755" "85449"
"ILMN_7637" "IL20" "50604"
"ILMN_7638" "ETV7" "51513"
"ILMN_7641" "TGM2" "7052"
"ILMN_7642" "MYCBP2" "23077"
"ILMN_7643" "UGT1A4" "54657"
"ILMN_7644" "WNK4" "65266"
"ILMN_7646" "FCN2" "2220"
"ILMN_7647" "RAPH1" "65059"
"ILMN_7648" "JDP2" "122953"
"ILMN_7649" "TADA3L" NA
"ILMN_765" "PPP1CB" "5500"
"ILMN_7651" "DNAJB6" "10049"
"ILMN_7652" "DGAT2L3" NA
"ILMN_7653" "MPG" "4350"
"ILMN_7654" "KRT5" "3852"
"ILMN_7655" "LOXL1" "4016"
"ILMN_7656" "HLA-DOB" "3112"
"ILMN_7657" "HDAC6" "10013"
"ILMN_7658" "CASP4" "837"
"ILMN_7659" "CALM2" "805"
"ILMN_7660" "CREB3L3" "84699"
"ILMN_7661" "CRMP1" "1400"
"ILMN_7662" "BNC1" "646"
"ILMN_7663" "CDH18" "1016"
"ILMN_7664" "KRT6B" "3854"
"ILMN_7665" "KIAA0317" NA
"ILMN_7666" "DENND2A" "27147"
"ILMN_7668" "C20orf46" NA
"ILMN_7669" "COQ7" "10229"
"ILMN_767" "LRDD" NA
"ILMN_7670" "PCDHGB3" "56102"
"ILMN_7671" "NRIP2" "83714"
"ILMN_7672" "ZNF25" "219749"
"ILMN_7673" "LENG4" NA
"ILMN_7674" "C16orf56" NA
"ILMN_7675" "DGKG" "1608"
"ILMN_7676" "CSHL1" "1444"
"ILMN_7678" "C1orf59" NA
"ILMN_7679" "PBXIP1" "57326"
"ILMN_7680" "FKBP3" "2287"
"ILMN_7683" "NBEAL1" "65065"
"ILMN_7684" "C2orf29" NA
"ILMN_7685" "IL17E" NA
"ILMN_7686" "PHC2" "1912"
"ILMN_769" "ARSG" "22901"
"ILMN_7695" "ET" NA
"ILMN_7698" "DND1" "373863"
"ILMN_770" "KRTHB3" NA
"ILMN_7701" "NSMAF" "8439"
"ILMN_7702" "KDR" "3791"
"ILMN_7704" "INDO" NA
"ILMN_7705" "LEAP-2" NA
"ILMN_7706" "FAM46C" "54855"
"ILMN_7707" "PCMTD1" "115294"
"ILMN_771" "RAXLX" NA
"ILMN_7717" "AP3S1" "1176"
"ILMN_7718" "PRSS36" "146547"
"ILMN_7719" "MTIF2" "4528"
"ILMN_772" "LOC147804" NA
"ILMN_7720" "BIN2" "51411"
"ILMN_7722" "ZNF264" "9422"
"ILMN_7723" "C10orf104" NA
"ILMN_7724" "OR6M1" "390261"
"ILMN_7725" "C14orf129" NA
"ILMN_7726" "FLJ14001" NA
"ILMN_7727" "H2AFB1" "474382"
"ILMN_7729" "FLJ22655" NA
"ILMN_773" "MAP4K1" "11184"
"ILMN_7730" "TSPYL4" "23270"
"ILMN_7731" "LOC400566" NA
"ILMN_7732" "IQSEC3" "440073"
"ILMN_7733" "RTEL1" "51750"
"ILMN_7735" "PIGS" "94005"
"ILMN_7736" "PIK3CG" "5294"
"ILMN_7737" "CD44" "960"
"ILMN_7738" "RFX1" "5989"
"ILMN_7739" "ARVCF" "421"
"ILMN_774" "MFI2" NA
"ILMN_7740" "CDCP2" "200008"
"ILMN_7741" "ITGAX" "3687"
"ILMN_7744" "ANK2" "287"
"ILMN_7745" "FLJ25476" NA
"ILMN_7746" "JUN" "3725"
"ILMN_7747" "DGKB" "1607"
"ILMN_7748" "IGFL4" "444882"
"ILMN_7749" "GRPEL1" "80273"
"ILMN_775" "CCDC64" NA
"ILMN_7751" "FLJ36031" NA
"ILMN_7752" "PPP2R5B" "5526"
"ILMN_7753" "GABRB1" "2560"
"ILMN_7754" "RAB11FIP3" "9727"
"ILMN_7755" "KIF17" "57576"
"ILMN_7756" "SRGAP1" "57522"
"ILMN_7759" "SPFH2" NA
"ILMN_776" "LPGAT1" "9926"
"ILMN_7760" "PPM1D" "8493"
"ILMN_7762" "SLCO1A2" "6579"
"ILMN_7767" "ENTPD1" "953"
"ILMN_7768" "RCN3" "57333"
"ILMN_777" "GPX2" "2877"
"ILMN_7770" "C1QL4" "338761"
"ILMN_7771" "VDR" "7421"
"ILMN_7772" "LCE2C" "353140"
"ILMN_7775" "KBTBD5" NA
"ILMN_7777" "KIF5B" "3799"
"ILMN_7778" "SAMSN1" "64092"
"ILMN_778" "PTPRN2" "5799"
"ILMN_7780" "NMT2" "9397"
"ILMN_7781" "PPIF" "10105"
"ILMN_7782" "TRIM35" "23087"
"ILMN_7783" "CEP192" "55125"
"ILMN_7784" "ERVWE1" NA
"ILMN_7786" "DYNC1H1" "1778"
"ILMN_7787" "ITGB6" "3694"
"ILMN_7788" "MTA1" "9112"
"ILMN_7789" "RFXANK" "8625"
"ILMN_7790" "USF2" "7392"
"ILMN_7791" "COPS3" "8533"
"ILMN_7792" "PIGH" "5283"
"ILMN_7794" "GTF3C4" "9329"
"ILMN_7795" "SEC24D" "9871"
"ILMN_7797" "TM7SF3" "51768"
"ILMN_7798" "ABCF3" "55324"
"ILMN_7799" "LSM8" "51691"
"ILMN_780" "ABCC12" "94160"
"ILMN_7800" "ISG20L2" "81875"
"ILMN_7801" "TMEM108" "66000"
"ILMN_7804" "ANKRD22" "118932"
"ILMN_7805" "C8ORFK32" NA
"ILMN_7806" "RPL26L1" "51121"
"ILMN_7808" "CHST3" "9469"
"ILMN_7809" "EZH1" "2145"
"ILMN_781" "UBE2F" "140739"
"ILMN_7810" "AQP12A" "375318"
"ILMN_7811" "SFTPG" NA
"ILMN_7812" "WDR39" NA
"ILMN_7813" "ZNF136" "7695"
"ILMN_7814" "NCKAP1" "10787"
"ILMN_7818" "DARS2" "55157"
"ILMN_7821" "CXorf56" "63932"
"ILMN_7824" "C18orf45" NA
"ILMN_7827" "SELP" "6403"
"ILMN_7828" "HSPC072" NA
"ILMN_7829" "OVGP1" "5016"
"ILMN_783" "TAS1R1" "80835"
"ILMN_7838" "FLJ23191" NA
"ILMN_7839" "C18orf1" NA
"ILMN_784" "RAB32" "10981"
"ILMN_7840" "OR11G2" "390439"
"ILMN_7843" "FLJ44076" NA
"ILMN_7846" "MRPS30" "10884"
"ILMN_7847" "MTIF2" "4528"
"ILMN_7848" "CYTL1" "54360"
"ILMN_7849" "ZNF588" NA
"ILMN_785" "PPP2R1A" "5518"
"ILMN_7850" "C12orf58" NA
"ILMN_7853" "FLJ22746" NA
"ILMN_7854" "KIF1B" "23095"
"ILMN_7855" "SEMA5B" "54437"
"ILMN_7856" "MRPS22" "56945"
"ILMN_7857" "FLJ10006" NA
"ILMN_7858" "HPS4" "89781"
"ILMN_7859" "FLJ20701" NA
"ILMN_7860" "TNKS1BP1" "85456"
"ILMN_7861" "C14orf28" "122525"
"ILMN_7862" "PECAM1" "5175"
"ILMN_7863" "PRR10" NA
"ILMN_7864" "UBAP1" "51271"
"ILMN_7866" "C10orf61" NA
"ILMN_7867" "SMAD1" "4086"
"ILMN_7868" "SPRR1A" "6698"
"ILMN_7869" "CDKL1" "8814"
"ILMN_7870" "EIF1B" "10289"
"ILMN_7872" "GPI" "2821"
"ILMN_7873" "SYT5" "6861"
"ILMN_7874" "SULT1C3" "442038"
"ILMN_7875" "FAHD2A" "51011"
"ILMN_7876" "POFUT1" "23509"
"ILMN_7877" "PIGA" "5277"
"ILMN_7878" "SART3" "9733"
"ILMN_7879" "PNRC2" "55629"
"ILMN_788" "CDYL" "9425"
"ILMN_7880" "GOT1L1" "137362"
"ILMN_7881" "ANKH" "56172"
"ILMN_7882" "SP2" "6668"
"ILMN_7884" "C1QBP" "708"
"ILMN_7885" "CD244" "51744"
"ILMN_7886" "OPRL1" "4987"
"ILMN_7888" "SLC13A1" "6561"
"ILMN_7889" "SPTLC1" "10558"
"ILMN_789" "CMTM6" "54918"
"ILMN_7891" "TAB3" "257397"
"ILMN_7892" "NCF4" "4689"
"ILMN_7893" "SNAP25" "6616"
"ILMN_7894" "USP2" "9099"
"ILMN_7895" "TFG" "10342"
"ILMN_7897" "EMR2" NA
"ILMN_7898" "LITAF" "9516"
"ILMN_7899" "ELK4" "2005"
"ILMN_7900" "PCBP1" "5093"
"ILMN_7901" "NEBL" "10529"
"ILMN_7903" "SOCS3" "9021"
"ILMN_7904" "ATR" "545"
"ILMN_7905" "SLC16A4" "9122"
"ILMN_7906" "ARHGEF5" "7984"
"ILMN_7908" "CASP4" "837"
"ILMN_7909" "HIST1H2BE" "8344"
"ILMN_791" "CDH24" "64403"
"ILMN_7911" "CUL3" "8452"
"ILMN_7912" "HOXC5" "3222"
"ILMN_7913" "PDHB" "5162"
"ILMN_7914" "PIK3C2G" "5288"
"ILMN_7915" "HAAO" "23498"
"ILMN_7916" "TOR1B" "27348"
"ILMN_7917" "CPAMD8" "27151"
"ILMN_7919" "C10orf59" NA
"ILMN_792" "ARHGEF1" "9138"
"ILMN_7920" "PCDHGB5" "56101"
"ILMN_7921" "CRISPLD2" "83716"
"ILMN_7922" "RAB1B" "81876"
"ILMN_7923" "RPL18" "6141"
"ILMN_7924" "C1orf165" NA
"ILMN_7925" "PSKH2" "85481"
"ILMN_7926" "ZNF700" "90592"
"ILMN_7927" "SLC39A12" "221074"
"ILMN_7928" "C20orf55" NA
"ILMN_7929" "KIR2DL1" "3802"
"ILMN_793" "ADC" NA
"ILMN_7930" "H2AFB3" "83740"
"ILMN_7932" "CHD1L" "9557"
"ILMN_7933" "ZNF342" NA
"ILMN_7934" "C7orf31" "136895"
"ILMN_7935" "DECR2" "26063"
"ILMN_7936" "BRDG1" NA
"ILMN_7937" "SCRN3" "79634"
"ILMN_7938" "NUDT14" "256281"
"ILMN_794" "PHF5A" "84844"
"ILMN_7946" "MGC13138" NA
"ILMN_7949" "HEPH" "9843"
"ILMN_795" "GPR176" "11245"
"ILMN_7951" "BCL2A1" "597"
"ILMN_7952" "DHDH" "27294"
"ILMN_7953" "XAGE1" NA
"ILMN_796" "CA12" "771"
"ILMN_7961" "OR4F21" "441308"
"ILMN_7963" "MGC46496" NA
"ILMN_7966" "FLJ45721" NA
"ILMN_7967" "PSG4" "5672"
"ILMN_7969" "OR5AP2" "338675"
"ILMN_797" "ZMYND19" "116225"
"ILMN_7970" "FLJ43870" NA
"ILMN_7971" "ASXL2" "55252"
"ILMN_7974" "SEZ6" "124925"
"ILMN_7975" "FHL1" "2273"
"ILMN_7976" "LY6G6E" "79136"
"ILMN_7977" "COL23A1" "91522"
"ILMN_7978" "EAF1" "85403"
"ILMN_7979" "IGSF6" "10261"
"ILMN_798" "ACTN2" "88"
"ILMN_7980" "PPARG" "5468"
"ILMN_7981" "GPBAR1" "151306"
"ILMN_7984" "BDKRB2" "624"
"ILMN_7985" "HLA-A" "3105"
"ILMN_7987" "PARP2" "10038"
"ILMN_7988" "SUZ12" "23512"
"ILMN_7989" "IL1RAPL1" "11141"
"ILMN_799" "HSD11B1" "3290"
"ILMN_7992" "TMEM74" "157753"
"ILMN_7993" "IL4I1" "259307"
"ILMN_7994" "NUDT10" "170685"
"ILMN_7995" "RGS7" "6000"
"ILMN_7997" "SELE" "6401"
"ILMN_800" "MMP8" "4317"
"ILMN_8000" "CCR6" "1235"
"ILMN_8002" "GAGE8" "100101629"
"ILMN_8003" "P4HA1" "5033"
"ILMN_8004" "TRIM39" "56658"
"ILMN_8006" "TPM1" "7168"
"ILMN_8007" "ZNF165" "7718"
"ILMN_8008" "TBCA" "6902"
"ILMN_8009" "LIG1" "3978"
"ILMN_801" "C11orf30" NA
"ILMN_8011" "CYP3A43" "64816"
"ILMN_8012" "GOSR1" "9527"
"ILMN_8014" "SP4" "6671"
"ILMN_8015" "SMARCD3" "6604"
"ILMN_8016" "CERKL" "375298"
"ILMN_8017" "BCDIN3" NA
"ILMN_8018" "ERVK6" NA
"ILMN_8019" "ANKRD35" "148741"
"ILMN_8022" "C14orf49" NA
"ILMN_8023" "A2M" "2"
"ILMN_8024" "ARHGAP24" "83478"
"ILMN_8025" "C14orf92" NA
"ILMN_8027" "MNS1" "55329"
"ILMN_8028" "HIGD1B" "51751"
"ILMN_8029" "PCDHGB6" "56100"
"ILMN_803" "RHO" "6010"
"ILMN_8030" "RIOK1" "83732"
"ILMN_8031" "SLC44A4" "80736"
"ILMN_8032" "TSPAN5" "10098"
"ILMN_8033" "LZTR2" NA
"ILMN_8034" "SOX17" "64321"
"ILMN_8036" "EFHA1" NA
"ILMN_8037" "SYAP1" "94056"
"ILMN_804" "NR4A3" "8013"
"ILMN_8040" "GALNTL5" "168391"
"ILMN_8041" "SCYL3" "57147"
"ILMN_8042" "C4orf12" NA
"ILMN_8046" "PFDN6" "10471"
"ILMN_8047" "KIAA1005" NA
"ILMN_8049" "MCF2L" "23263"
"ILMN_805" "LOC162427" NA
"ILMN_8053" "TMEM18" "129787"
"ILMN_8057" "CH25H" "9023"
"ILMN_8058" "CYGB" "114757"
"ILMN_8059" "SPHK2" "56848"
"ILMN_806" "ARSH" "347527"
"ILMN_8060" "CESK1" NA
"ILMN_8061" "ATP9B" "374868"
"ILMN_8062" "HRSP12" NA
"ILMN_8064" "PAK7" NA
"ILMN_8066" "FIBP" "9158"
"ILMN_8067" "ADA" "100"
"ILMN_8069" "KRTAP13-1" "140258"
"ILMN_807" "SNRPD1" "6632"
"ILMN_8070" "SLC18A2" "6571"
"ILMN_8077" "MGC33948" NA
"ILMN_8079" "CCDC26" "137196"
"ILMN_808" "DTNBP1" "84062"
"ILMN_8080" "UTP15" "84135"
"ILMN_8081" "FLJ26850" NA
"ILMN_8082" "KIAA1600" NA
"ILMN_8083" "MUCDHL" NA
"ILMN_8084" "TMCO1" "54499"
"ILMN_8085" "OR52L1" "338751"
"ILMN_8088" "PEX11G" "92960"
"ILMN_8089" "ADAMTS19" "171019"
"ILMN_809" "LOC340529" NA
"ILMN_8090" "TRA2A" "29896"
"ILMN_8091" "TNRC4" NA
"ILMN_8092" "TPTE2" "93492"
"ILMN_8093" "ADPN" NA
"ILMN_8094" "TNFAIP8" "25816"
"ILMN_8095" "TTC8" "123016"
"ILMN_8096" "DDX47" "51202"
"ILMN_8097" "LOC90167" NA
"ILMN_8098" "HCST" "10870"
"ILMN_8099" "SH2D4A" "63898"
"ILMN_810" "HSD17B3" "3293"
